country_or_area,year,comm_code,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category
Spain,2014,470610,Cotton linters pulp,Export,21379526,11035324.0,Weight in kilograms,11035324.0,47_pulp_of_wood_fibrous_cellulosic_material_waste_etc
Spain,2014,470691,Mechanical pulps of other fibrous material,Export,40406,36403.0,Weight in kilograms,36403.0,47_pulp_of_wood_fibrous_cellulosic_material_waste_etc
Spain,2014,470692,Chemical pulps of other fibrous material,Export,24643116,6182404.0,Weight in kilograms,6182404.0,47_pulp_of_wood_fibrous_cellulosic_material_waste_etc
Spain,2014,470693,Semi-chemical pulps of other fibrous material,Export,574292,503869.0,Weight in kilograms,503869.0,47_pulp_of_wood_fibrous_cellulosic_material_waste_etc
Spain,2014,470710,Waste or scrap of unbleached kraft or paperboard,Export,108582075,692084021.0,Weight in kilograms,692084021.0,47_pulp_of_wood_fibrous_cellulosic_material_waste_etc
Spain,2014,470720,"Waste, scrap of paper, board of bleached chemical pul",Export,7871670,30497717.0,Weight in kilograms,30497717.0,47_pulp_of_wood_fibrous_cellulosic_material_waste_etc
Spain,2014,470730,Waste or scrap of paper or board of mechanical pulp,Export,15430015,92051755.0,Weight in kilograms,92051755.0,47_pulp_of_wood_fibrous_cellulosic_material_waste_etc
Spain,2014,470790,"Waste, scrap of paper, board, nes (including unsorted",Export,14057960,76949143.0,Weight in kilograms,76949143.0,47_pulp_of_wood_fibrous_cellulosic_material_waste_etc
Spain,2016,500200,Raw silk (not thrown),Export,1104,3.0,Weight in kilograms,3.0,50_silk
Spain,2016,500390,"Silk waste, carded or combed",Export,10589,285.0,Weight in kilograms,285.0,50_silk
Spain,2016,500400,Silk yarn (except from waste) not retail,Export,15525,445.0,Weight in kilograms,445.0,50_silk
Spain,2016,500500,"Yarn spun from silk waste, not retail",Export,34070,712.0,Weight in kilograms,712.0,50_silk
Spain,2016,500600,"Silk yarn retail, silk worm gut",Export,382241,3990.0,Weight in kilograms,3990.0,50_silk
Spain,2016,500710,Woven fabric of noil silk,Export,67815,2699.0,Weight in kilograms,2699.0,50_silk
Spain,2016,500720,Woven fabric >85% silk (except noil silk),Export,1841653,49413.0,Weight in kilograms,49413.0,50_silk
Spain,2016,500790,"Woven fabric of silk, nes",Export,772444,4352.0,Weight in kilograms,4352.0,50_silk
Spain,2015,500100,Silk-worm cocoons suitable for reeling,Export,10186,194.0,Weight in kilograms,194.0,50_silk
Spain,2015,500200,Raw silk (not thrown),Export,382,4.0,Weight in kilograms,4.0,50_silk
Spain,2015,500390,"Silk waste, carded or combed",Export,5676,160.0,Weight in kilograms,160.0,50_silk
Spain,2015,500400,Silk yarn (except from waste) not retail,Export,754,106.0,Weight in kilograms,106.0,50_silk
Spain,2015,500500,"Yarn spun from silk waste, not retail",Export,20017,230.0,Weight in kilograms,230.0,50_silk
Spain,2015,500600,"Silk yarn retail, silk worm gut",Export,322311,3090.0,Weight in kilograms,3090.0,50_silk
Spain,2015,500710,Woven fabric of noil silk,Export,37326,4155.0,Weight in kilograms,4155.0,50_silk
Spain,2015,500720,Woven fabric >85% silk (except noil silk),Export,2171043,36596.0,Weight in kilograms,36596.0,50_silk
Spain,2015,500790,"Woven fabric of silk, nes",Export,1751549,53923.0,Weight in kilograms,53923.0,50_silk
Spain,2014,500200,Raw silk (not thrown),Export,167,8.0,Weight in kilograms,8.0,50_silk
Spain,2014,500400,Silk yarn (except from waste) not retail,Export,94838,715.0,Weight in kilograms,715.0,50_silk
Spain,2014,500500,"Yarn spun from silk waste, not retail",Export,236896,7813.0,Weight in kilograms,7813.0,50_silk
Spain,2014,500600,"Silk yarn retail, silk worm gut",Export,435797,4913.0,Weight in kilograms,4913.0,50_silk
Spain,2014,500710,Woven fabric of noil silk,Export,62428,373.0,Weight in kilograms,373.0,50_silk
Spain,2014,500720,Woven fabric >85% silk (except noil silk),Export,7617199,70366.0,Weight in kilograms,70366.0,50_silk
Spain,2014,500790,"Woven fabric of silk, nes",Export,812616,7606.0,Weight in kilograms,7606.0,50_silk
Spain,2016,530110,"Flax fibre, raw or retted",Export,9897,2139.0,Weight in kilograms,2139.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530129,"Flax fibre, otherwise processed but not spun",Export,1151,26.0,Weight in kilograms,26.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530130,"Flax tow, waste including yarn waste, garnetted stock",Export,61293,31118.0,Weight in kilograms,31118.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530210,"True hemp fibre, raw or retted",Export,365,10.0,Weight in kilograms,10.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530290,True hemp fibre otherwise processed but not spun,Export,98325,29203.0,Weight in kilograms,29203.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530310,"Jute and other textile bast fibres, raw or retted",Export,385006,1305397.0,Weight in kilograms,1305397.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530390,"Jute and other bast fibres, not spun, nes, tow, waste",Export,68520,11466.0,Weight in kilograms,11466.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530599,"Vegetable fibre nes, processed not spun, tow & waste",Export,4802761,3183323.0,Weight in kilograms,3183323.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530610,Flax yarn single,Export,1798177,310621.0,Weight in kilograms,310621.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530620,Flax yarn multiple (folded) or cabled,Export,127114,9962.0,Weight in kilograms,9962.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530710,"Yarn of jute or textile bast fibres nes, single",Export,9790,770.0,Weight in kilograms,770.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530720,"Yarn of jute, textile bast fibre nes, multiple, cable",Export,8627,360.0,Weight in kilograms,360.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530810,Coir yarn,Export,127925,71760.0,Weight in kilograms,71760.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530820,True hemp yarn,Export,50834,4794.0,Weight in kilograms,4794.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530890,Yarn of other vegetable textile fibres,Export,3283426,2163384.0,Weight in kilograms,2163384.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530911,"Woven fabric, >85% flax, unbleached or bleached",Export,4476655,286526.0,Weight in kilograms,286526.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530919,"Woven fabric, >85% flax, except unbleached or bleache",Export,10261570,465426.0,Weight in kilograms,465426.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530921,"Woven fabric of flax, <85% flax, unbleached/bleached",Export,1910019,170235.0,Weight in kilograms,170235.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,530929,"Woven fabric of flax, <85% flax, except unbl/bleached",Export,6805381,344050.0,Weight in kilograms,344050.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,531010,"Woven fabric of jute/bast fibres, unbleached/bleached",Export,414795,158510.0,Weight in kilograms,158510.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,531090,"Woven fabric of jute/bast fibre, not unbleach/bleache",Export,493322,194974.0,Weight in kilograms,194974.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,531100,"Woven fabric of other vegetable textile fibre, paper",Export,1456519,164229.0,Weight in kilograms,164229.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530110,"Flax fibre, raw or retted",Export,11890,1515.0,Weight in kilograms,1515.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530129,"Flax fibre, otherwise processed but not spun",Export,1020,47.0,Weight in kilograms,47.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530130,"Flax tow, waste including yarn waste, garnetted stock",Export,89887,19045.0,Weight in kilograms,19045.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530290,True hemp fibre otherwise processed but not spun,Export,8485,946.0,Weight in kilograms,946.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530310,"Jute and other textile bast fibres, raw or retted",Export,944033,1308472.0,Weight in kilograms,1308472.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530390,"Jute and other bast fibres, not spun, nes, tow, waste",Export,4112,1016.0,Weight in kilograms,1016.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530599,"Vegetable fibre nes, processed not spun, tow & waste",Export,3339650,2671630.0,Weight in kilograms,2671630.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530610,Flax yarn single,Export,1795364,324101.0,Weight in kilograms,324101.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530620,Flax yarn multiple (folded) or cabled,Export,144133,13331.0,Weight in kilograms,13331.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530710,"Yarn of jute or textile bast fibres nes, single",Export,16974,3682.0,Weight in kilograms,3682.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530720,"Yarn of jute, textile bast fibre nes, multiple, cable",Export,36098,7089.0,Weight in kilograms,7089.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530810,Coir yarn,Export,95808,63780.0,Weight in kilograms,63780.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530820,True hemp yarn,Export,49706,2641.0,Weight in kilograms,2641.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530890,Yarn of other vegetable textile fibres,Export,3069159,2043364.0,Weight in kilograms,2043364.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530911,"Woven fabric, >85% flax, unbleached or bleached",Export,4244091,272128.0,Weight in kilograms,272128.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530919,"Woven fabric, >85% flax, except unbleached or bleache",Export,8723988,343708.0,Weight in kilograms,343708.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530921,"Woven fabric of flax, <85% flax, unbleached/bleached",Export,2765114,290157.0,Weight in kilograms,290157.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,530929,"Woven fabric of flax, <85% flax, except unbl/bleached",Export,7590276,367637.0,Weight in kilograms,367637.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,531010,"Woven fabric of jute/bast fibres, unbleached/bleached",Export,157783,58355.0,Weight in kilograms,58355.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,531090,"Woven fabric of jute/bast fibre, not unbleach/bleache",Export,266944,124848.0,Weight in kilograms,124848.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2015,531100,"Woven fabric of other vegetable textile fibre, paper",Export,1544026,45169.0,Weight in kilograms,45169.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530110,"Flax fibre, raw or retted",Export,14686,3714.0,Weight in kilograms,3714.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530129,"Flax fibre, otherwise processed but not spun",Export,276296,50031.0,Weight in kilograms,50031.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530130,"Flax tow, waste including yarn waste, garnetted stock",Export,52408,8463.0,Weight in kilograms,8463.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530210,"True hemp fibre, raw or retted",Export,27,2.0,Weight in kilograms,2.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530290,True hemp fibre otherwise processed but not spun,Export,17444,6574.0,Weight in kilograms,6574.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530310,"Jute and other textile bast fibres, raw or retted",Export,1191608,1263409.0,Weight in kilograms,1263409.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530390,"Jute and other bast fibres, not spun, nes, tow, waste",Export,124959,117058.0,Weight in kilograms,117058.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530599,"Vegetable fibre nes, processed not spun, tow & waste",Export,3017143,2990297.0,Weight in kilograms,2990297.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530610,Flax yarn single,Export,2449996,385491.0,Weight in kilograms,385491.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530620,Flax yarn multiple (folded) or cabled,Export,223530,6891.0,Weight in kilograms,6891.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530710,"Yarn of jute or textile bast fibres nes, single",Export,7816,718.0,Weight in kilograms,718.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530720,"Yarn of jute, textile bast fibre nes, multiple, cable",Export,3399,509.0,Weight in kilograms,509.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530820,True hemp yarn,Export,5681,252.0,Weight in kilograms,252.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530890,Yarn of other vegetable textile fibres,Export,3457047,1628666.0,Weight in kilograms,1628666.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530911,"Woven fabric, >85% flax, unbleached or bleached",Export,5112374,241117.0,Weight in kilograms,241117.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530919,"Woven fabric, >85% flax, except unbleached or bleache",Export,10164848,333309.0,Weight in kilograms,333309.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530921,"Woven fabric of flax, <85% flax, unbleached/bleached",Export,1112771,81352.0,Weight in kilograms,81352.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,530929,"Woven fabric of flax, <85% flax, except unbl/bleached",Export,8472275,330111.0,Weight in kilograms,330111.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,531010,"Woven fabric of jute/bast fibres, unbleached/bleached",Export,392718,137320.0,Weight in kilograms,137320.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,531090,"Woven fabric of jute/bast fibre, not unbleach/bleache",Export,698147,249636.0,Weight in kilograms,249636.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2014,531100,"Woven fabric of other vegetable textile fibre, paper",Export,4236242,133828.0,Weight in kilograms,133828.0,53_vegetable_textile_fibres_nes_paper_yarn_woven_fabri
Spain,2016,570110,"Carpets of wool or fine animal hair, knotted",Export,777704,21286.0,Area in square metres,8859.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570190,"Carpets of materials nes, knotted",Export,2750203,210275.0,No Quantity,,57_carpets_and_other_textile_floor_coverings
Spain,2016,570210,"Hand made rugs including Kelem,Schumacks,Karamanie,et",Export,1650893,40686.0,Area in square metres,69446.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570220,Floor coverings of coconut fibres (coir),Export,414459,94909.0,Area in square metres,70424.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570231,"Carpets of wool or hair, woven pile, not made up, nes",Export,10697824,999453.0,Area in square metres,328067.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570232,"Carpets of manmade yarn, woven pile, not made up, nes",Export,13328690,1875908.0,Area in square metres,600323.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570239,"Carpets of yarn nes, woven pile, not made up, nes",Export,369415,30661.0,Area in square metres,22293.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570241,"Carpets of wool or hair, woven pile, made up, nes",Export,4575282,303093.0,Area in square metres,167654.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570242,"Carpets of manmade yarn, woven pile, made up,nes",Export,9467124,1408321.0,Area in square metres,1212409.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570249,"Carpets of yarn nes, woven pile, made up, nes",Export,1259369,138040.0,Area in square metres,148531.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570259,"Carpets of yarn nes, woven, not made up, nes",Export,1798655,165140.0,Area in square metres,86479.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570291,"Carpets of wool or fine hair, woven, made up, nes",Export,187064,14693.0,Area in square metres,5751.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570292,"Carpets of manmade yarn, woven, made up, nes",Export,3629215,372516.0,Area in square metres,464680.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570299,"Carpets of yarn nes, woven, made up, nes",Export,5094681,700587.0,Area in square metres,580980.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570310,"Carpets of wool or fine animal hair, tufted",Export,2142905,112518.0,Area in square metres,63070.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570320,"Carpets nylon, polyamides, tufted",Export,12903747,2703643.0,Area in square metres,1073122.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570330,"Carpets of other manmade textile materials, tufted",Export,16928195,4100883.0,Area in square metres,2408885.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570390,"Carpets of materials nes, tufted",Export,8122833,1574283.0,Area in square metres,1093845.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570410,"Tiles of felt of textile materials, area <0.3 m2",Export,149,19.0,Area in square metres,17.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570490,"Carpets of felt of textile materials, > 0.3 m2",Export,5953722,2132259.0,Area in square metres,2557864.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,570500,"Carpets and textile floor coverings, nes",Export,6881626,991880.0,Area in square metres,1185300.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570110,"Carpets of wool or fine animal hair, knotted",Export,716661,70332.0,No Quantity,,57_carpets_and_other_textile_floor_coverings
Spain,2015,570190,"Carpets of materials nes, knotted",Export,2637897,111907.0,No Quantity,,57_carpets_and_other_textile_floor_coverings
Spain,2015,570210,"Hand made rugs including Kelem,Schumacks,Karamanie,et",Export,2369326,76163.0,Area in square metres,72751.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570220,Floor coverings of coconut fibres (coir),Export,754026,253682.0,Area in square metres,150277.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570231,"Carpets of wool or hair, woven pile, not made up, nes",Export,12674851,1035583.0,Area in square metres,325432.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570232,"Carpets of manmade yarn, woven pile, not made up, nes",Export,13562176,1602068.0,Area in square metres,690983.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570239,"Carpets of yarn nes, woven pile, not made up, nes",Export,1421803,66097.0,No Quantity,,57_carpets_and_other_textile_floor_coverings
Spain,2015,570241,"Carpets of wool or hair, woven pile, made up, nes",Export,3050530,191448.0,Area in square metres,97598.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570242,"Carpets of manmade yarn, woven pile, made up,nes",Export,8144156,1374496.0,Area in square metres,967007.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570249,"Carpets of yarn nes, woven pile, made up, nes",Export,1430374,188279.0,Area in square metres,164244.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570259,"Carpets of yarn nes, woven, not made up, nes",Export,1346859,127332.0,Area in square metres,55073.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570291,"Carpets of wool or fine hair, woven, made up, nes",Export,362558,11316.0,No Quantity,,57_carpets_and_other_textile_floor_coverings
Spain,2015,570292,"Carpets of manmade yarn, woven, made up, nes",Export,2779304,247706.0,Area in square metres,184579.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570299,"Carpets of yarn nes, woven, made up, nes",Export,3667084,406728.0,Area in square metres,272380.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570310,"Carpets of wool or fine animal hair, tufted",Export,2867131,150760.0,No Quantity,,57_carpets_and_other_textile_floor_coverings
Spain,2015,570320,"Carpets nylon, polyamides, tufted",Export,8226236,883581.0,Area in square metres,538007.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570330,"Carpets of other manmade textile materials, tufted",Export,11192567,2506502.0,Area in square metres,1237394.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570390,"Carpets of materials nes, tufted",Export,6710339,1225373.0,No Quantity,,57_carpets_and_other_textile_floor_coverings
Spain,2015,570490,"Carpets of felt of textile materials, > 0.3 m2",Export,4434138,1299156.0,Area in square metres,850061.0,57_carpets_and_other_textile_floor_coverings
Spain,2015,570500,"Carpets and textile floor coverings, nes",Export,7221635,1004494.0,Area in square metres,1208931.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570110,"Carpets of wool or fine animal hair, knotted",Export,895404,18645.0,Area in square metres,15583.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570190,"Carpets of materials nes, knotted",Export,2538027,94112053.0,Area in square metres,48356.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570210,"Hand made rugs including Kelem,Schumacks,Karamanie,et",Export,817481,16773.0,Area in square metres,4848.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570220,Floor coverings of coconut fibres (coir),Export,606250,175078.0,Area in square metres,87239.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570231,"Carpets of wool or hair, woven pile, not made up, nes",Export,16047845,1064112.0,Area in square metres,607739.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570232,"Carpets of manmade yarn, woven pile, not made up, nes",Export,12726886,1355398.0,Area in square metres,516541.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570239,"Carpets of yarn nes, woven pile, not made up, nes",Export,863975,778203.0,Area in square metres,146923.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570241,"Carpets of wool or hair, woven pile, made up, nes",Export,4409550,236070.0,Area in square metres,99234.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570242,"Carpets of manmade yarn, woven pile, made up,nes",Export,5994526,1186404.0,Area in square metres,452032.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570249,"Carpets of yarn nes, woven pile, made up, nes",Export,2185844,203540.0,Area in square metres,180311.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570259,"Carpets of yarn nes, woven, not made up, nes",Export,1700514,157958.0,Area in square metres,448215.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570291,"Carpets of wool or fine hair, woven, made up, nes",Export,190303,12045.0,Area in square metres,3249.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570292,"Carpets of manmade yarn, woven, made up, nes",Export,1926320,177398.0,Area in square metres,144744.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570299,"Carpets of yarn nes, woven, made up, nes",Export,3067494,321225.0,Area in square metres,203152.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570310,"Carpets of wool or fine animal hair, tufted",Export,2479353,105243.0,Area in square metres,34238.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570320,"Carpets nylon, polyamides, tufted",Export,4944791,508935.0,Area in square metres,289870.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570330,"Carpets of other manmade textile materials, tufted",Export,10481427,2021072.0,Area in square metres,1408048.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570390,"Carpets of materials nes, tufted",Export,5335644,764114.0,Area in square metres,465195.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570410,"Tiles of felt of textile materials, area <0.3 m2",Export,46220,2849.0,Area in square metres,923.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570490,"Carpets of felt of textile materials, > 0.3 m2",Export,6701988,1757541.0,Area in square metres,2127560.0,57_carpets_and_other_textile_floor_coverings
Spain,2014,570500,"Carpets and textile floor coverings, nes",Export,13190981,1478755.0,Area in square metres,2684604.0,57_carpets_and_other_textile_floor_coverings
Spain,2016,600110,"Long pile"" knit or crochet textile fabric""",Export,5598975,576907.0,Weight in kilograms,576907.0,60_knitted_or_crocheted_fabric
Spain,2016,600121,"Looped pile knit or crochet fabric, of cotton",Export,2900594,317035.0,Weight in kilograms,317035.0,60_knitted_or_crocheted_fabric
Spain,2016,600122,"Looped pile knit or crochet fabric, of manmade fibres",Export,5786833,510473.0,Weight in kilograms,510473.0,60_knitted_or_crocheted_fabric
Spain,2016,600129,"Loop pile knit/crochet fabric, natural yarn not cotto",Export,726733,81237.0,Weight in kilograms,81237.0,60_knitted_or_crocheted_fabric
Spain,2016,600191,"Pile knit or crochet fabric, of cotton, nes",Export,8527545,1040944.0,Weight in kilograms,1040944.0,60_knitted_or_crocheted_fabric
Spain,2016,600192,"Pile knit or crochet fabric, of manmade fibres, nes",Export,12463803,1003935.0,Weight in kilograms,1003935.0,60_knitted_or_crocheted_fabric
Spain,2016,600199,"Pile knit, crochet fabric, natural yarn not cotton ne",Export,1786905,223559.0,Weight in kilograms,223559.0,60_knitted_or_crocheted_fabric
Spain,2016,600210,"Knit or crochet fabric, width <30 cm, >5% elastomer",Export,9009377,1660302.0,Weight in kilograms,1660302.0,60_knitted_or_crocheted_fabric
Spain,2016,600220,"Knit, crochet textile fabric, of a width < 30 cm, nes",Export,3078748,207089.0,Weight in kilograms,207089.0,60_knitted_or_crocheted_fabric
Spain,2016,600230,"Knit or crochet fabric, width > 30 cm, >5% elastomer",Export,85897123,6674767.0,Weight in kilograms,6674767.0,60_knitted_or_crocheted_fabric
Spain,2016,600242,"Warp knit fabric of cotton, nes",Export,1302202,98090.0,Weight in kilograms,98090.0,60_knitted_or_crocheted_fabric
Spain,2016,600243,"Warp knit fabric of manmade fibres, nes",Export,64230030,8424649.0,Weight in kilograms,8424649.0,60_knitted_or_crocheted_fabric
Spain,2016,600249,"Warp knit fabric of other materials, nes",Export,111508,6245.0,Weight in kilograms,6245.0,60_knitted_or_crocheted_fabric
Spain,2016,600291,"Knit, crochet fabric of wool or fine animal hair, nes",Export,2238535,292151.0,Weight in kilograms,292151.0,60_knitted_or_crocheted_fabric
Spain,2016,600292,"Knit or crochet fabric of cotton, nes",Export,42703333,4992553.0,Weight in kilograms,4992553.0,60_knitted_or_crocheted_fabric
Spain,2016,600293,"Knit or crochet fabric of manmade fibres, nes",Export,128569675,13807098.0,Weight in kilograms,13807098.0,60_knitted_or_crocheted_fabric
Spain,2016,600299,"Knit or crochet fabric of other materials, nes",Export,15209695,2610432.0,Weight in kilograms,2610432.0,60_knitted_or_crocheted_fabric
Spain,2015,600110,"Long pile"" knit or crochet textile fabric""",Export,5920773,455526.0,Weight in kilograms,455526.0,60_knitted_or_crocheted_fabric
Spain,2015,600121,"Looped pile knit or crochet fabric, of cotton",Export,2494897,220032.0,Weight in kilograms,220032.0,60_knitted_or_crocheted_fabric
Spain,2015,600122,"Looped pile knit or crochet fabric, of manmade fibres",Export,5839752,492441.0,Weight in kilograms,492441.0,60_knitted_or_crocheted_fabric
Spain,2015,600129,"Loop pile knit/crochet fabric, natural yarn not cotto",Export,927961,54581.0,Weight in kilograms,54581.0,60_knitted_or_crocheted_fabric
Spain,2015,600191,"Pile knit or crochet fabric, of cotton, nes",Export,8326412,613353.0,Weight in kilograms,613353.0,60_knitted_or_crocheted_fabric
Spain,2015,600192,"Pile knit or crochet fabric, of manmade fibres, nes",Export,8251831,964011.0,Weight in kilograms,964011.0,60_knitted_or_crocheted_fabric
