country_or_area,year,comm_code,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category
Spain,2016,10111,"Horses, live pure-bred breeding",Export,808705,164063.0,No Quantity,,01_live_animals
Spain,2016,10119,"Horses, live except pure-bred breeding",Export,9131582,2448703.0,No Quantity,,01_live_animals
Spain,2016,10120,"Asses, mules and hinnies, live",Export,2635,873.0,No Quantity,,01_live_animals
Spain,2016,10210,"Bovine animals, live pure-bred breeding",Export,6068748,1110193.0,Number of items,3669.0,01_live_animals
Spain,2016,10290,"Bovine animals, live, except pure-bred breeding",Export,230034251,80983393.0,Number of items,288609.0,01_live_animals
Spain,2016,10310,"Swine, live pure-bred breeding",Export,1663097,1006647.0,Number of items,3333.0,01_live_animals
Spain,2016,10391,"Swine, live except pure-bred breeding < 50 kg",Export,10099570,4122231.0,Number of items,195445.0,01_live_animals
Spain,2016,10392,"Swine, live except pure-bred breeding > 50 kg",Export,174835486,137193054.0,Number of items,1106084.0,01_live_animals
Spain,2016,10410,"Sheep, live",Export,164283144,52472995.0,Number of items,1959794.0,01_live_animals
Spain,2016,10420,"Goats, live",Export,698038,50194.0,No Quantity,,01_live_animals
Spain,2016,10511,"Fowls, live domestic < 185 grams",Export,61176923,1123763.0,Number of items,25581876.0,01_live_animals
Spain,2016,10591,"Fowls, live domestic > 185 grams",Export,5019985,1964707.0,Number of items,2044656.0,01_live_animals
Spain,2016,10599,"Poultry, live except domestic fowls, > 185 grams",Export,142711,80724.0,Number of items,9738.0,01_live_animals
Spain,2016,10600,"Animals, live, except farm animals",Export,29410950,1814554.0,Number of items,23460.0,01_live_animals
Spain,2015,10111,"Horses, live pure-bred breeding",Export,1049614,58387.0,No Quantity,,01_live_animals
Spain,2015,10119,"Horses, live except pure-bred breeding",Export,7255845,1673513.0,No Quantity,,01_live_animals
Spain,2015,10120,"Asses, mules and hinnies, live",Export,22173,8200.0,No Quantity,,01_live_animals
Spain,2015,10210,"Bovine animals, live pure-bred breeding",Export,11065140,2599482.0,Number of items,5133.0,01_live_animals
Spain,2015,10290,"Bovine animals, live, except pure-bred breeding",Export,217129729,80483515.0,Number of items,218030.0,01_live_animals
Spain,2015,10310,"Swine, live pure-bred breeding",Export,1684619,822180.0,Number of items,3291.0,01_live_animals
Spain,2015,10391,"Swine, live except pure-bred breeding < 50 kg",Export,11077145,5280167.0,Number of items,151082.0,01_live_animals
Spain,2015,10392,"Swine, live except pure-bred breeding > 50 kg",Export,184170106,141814865.0,Number of items,920591.0,01_live_animals
Spain,2015,10410,"Sheep, live",Export,140650807,43635383.0,Number of items,1338993.0,01_live_animals
Spain,2015,10420,"Goats, live",Export,216920,75102.0,No Quantity,,01_live_animals
Spain,2015,10511,"Fowls, live domestic < 185 grams",Export,39799399,1277678.0,Number of items,12763807.0,01_live_animals
Spain,2015,10519,"Poultry, live except domestic fowls, < 185 grams",Export,171879,44247.0,No Quantity,,01_live_animals
Spain,2015,10591,"Fowls, live domestic > 185 grams",Export,5902530,2235399.0,Number of items,1962909.0,01_live_animals
Spain,2015,10599,"Poultry, live except domestic fowls, > 185 grams",Export,167215,98512.0,Number of items,14682.0,01_live_animals
Spain,2015,10600,"Animals, live, except farm animals",Export,28936890,2269353.0,Number of items,641918.0,01_live_animals
Spain,2014,10111,"Horses, live pure-bred breeding",Export,5584290,282500.0,No Quantity,,01_live_animals
Spain,2014,10119,"Horses, live except pure-bred breeding",Export,7536876,2187853.0,No Quantity,,01_live_animals
Spain,2014,10120,"Asses, mules and hinnies, live",Export,470807,82627.0,No Quantity,,01_live_animals
Spain,2014,10210,"Bovine animals, live pure-bred breeding",Export,16919519,3971007.0,Number of items,7723.0,01_live_animals
Spain,2014,10290,"Bovine animals, live, except pure-bred breeding",Export,150246782,44395224.0,Number of items,135434.0,01_live_animals
Spain,2014,10310,"Swine, live pure-bred breeding",Export,1938582,625397.0,Number of items,15764.0,01_live_animals
Spain,2014,10391,"Swine, live except pure-bred breeding < 50 kg",Export,8978245,2891472.0,Number of items,157632.0,01_live_animals
Spain,2014,10392,"Swine, live except pure-bred breeding > 50 kg",Export,268162858,149597206.0,Number of items,1411693.0,01_live_animals
Spain,2014,10410,"Sheep, live",Export,116711069,31296746.0,Number of items,1128311.0,01_live_animals
Spain,2014,10420,"Goats, live",Export,58587,17974.0,Number of items,1227.0,01_live_animals
Spain,2014,10511,"Fowls, live domestic < 185 grams",Export,32323574,1298022.0,Number of items,23574796.0,01_live_animals
Spain,2014,10519,"Poultry, live except domestic fowls, < 185 grams",Export,12367,3327.0,No Quantity,,01_live_animals
Spain,2014,10591,"Fowls, live domestic > 185 grams",Export,6229224,2201974.0,Number of items,1808975.0,01_live_animals
Spain,2014,10599,"Poultry, live except domestic fowls, > 185 grams",Export,226903,111713.0,Number of items,46545.0,01_live_animals
Spain,2014,10600,"Animals, live, except farm animals",Export,27830330,2099573.0,Number of items,724264.0,01_live_animals
Spain,2016,50100,"Hair, human, unworked, waste of human hair",Export,9494,49.0,Weight in kilograms,49.0,05_products_of_animal_origin_nes
Spain,2016,50210,"Bristles, hair & waste thereof of pigs, hogs or boars",Export,52850,3100.0,Weight in kilograms,3100.0,05_products_of_animal_origin_nes
Spain,2016,50290,Hair & waste of badger and of other brush making hair,Export,6989,643.0,Weight in kilograms,643.0,05_products_of_animal_origin_nes
Spain,2016,50400,"Guts, bladders and stomachs of animals except fish",Export,123137121,67553708.0,Weight in kilograms,67553708.0,05_products_of_animal_origin_nes
Spain,2016,50510,Feathers and down used for stuffing,Export,32117325,6383134.0,Weight in kilograms,6383134.0,05_products_of_animal_origin_nes
Spain,2016,50590,"Feathers, down, etc. of birds, except for stuffing",Export,798473,4929762.0,Weight in kilograms,4929762.0,05_products_of_animal_origin_nes
Spain,2016,50610,Ossein and bones treated with acid,Export,13779,44074.0,Weight in kilograms,44074.0,05_products_of_animal_origin_nes
Spain,2016,50690,Bones and horn-cores unworked or simply worked nes,Export,38427721,48592100.0,Weight in kilograms,48592100.0,05_products_of_animal_origin_nes
Spain,2016,50710,"Ivory, unworked or simply prepared, powder and waste",Export,781787,1806.0,Weight in kilograms,1806.0,05_products_of_animal_origin_nes
Spain,2016,50790,"Whalebone, horns, etc unworked or simply prepared nes",Export,6653850,277020.0,Weight in kilograms,277020.0,05_products_of_animal_origin_nes
Spain,2016,50800,"Coral,seashell,cuttle bone,etc, unworked,powder,waste",Export,605125,32609.0,Weight in kilograms,32609.0,05_products_of_animal_origin_nes
Spain,2016,51000,"Ambergris, civet, musk, etc for pharmaceutical use",Export,841052,3126939.0,Weight in kilograms,3126939.0,05_products_of_animal_origin_nes
Spain,2016,51110,Semen bovine,Export,1869839,3706.0,No Quantity,,05_products_of_animal_origin_nes
Spain,2016,51191,"Fish, shellfish and crustaceans (non-food)",Export,9891451,8540218.0,Weight in kilograms,8540218.0,05_products_of_animal_origin_nes
Spain,2016,51199,Animal products and domestic animal carcass (non-food,Export,44437353,86824245.0,Weight in kilograms,86824245.0,05_products_of_animal_origin_nes
Spain,2015,50100,"Hair, human, unworked, waste of human hair",Export,31908,62.0,Weight in kilograms,62.0,05_products_of_animal_origin_nes
Spain,2015,50290,Hair & waste of badger and of other brush making hair,Export,392936,302445.0,Weight in kilograms,302445.0,05_products_of_animal_origin_nes
Spain,2015,50400,"Guts, bladders and stomachs of animals except fish",Export,117022870,79126178.0,Weight in kilograms,79126178.0,05_products_of_animal_origin_nes
Spain,2015,50510,Feathers and down used for stuffing,Export,30887687,4945054.0,Weight in kilograms,4945054.0,05_products_of_animal_origin_nes
Spain,2015,50590,"Feathers, down, etc. of birds, except for stuffing",Export,556467,3682285.0,Weight in kilograms,3682285.0,05_products_of_animal_origin_nes
Spain,2015,50610,Ossein and bones treated with acid,Export,62418,25000.0,Weight in kilograms,25000.0,05_products_of_animal_origin_nes
Spain,2015,50690,Bones and horn-cores unworked or simply worked nes,Export,37478737,54503402.0,Weight in kilograms,54503402.0,05_products_of_animal_origin_nes
Spain,2015,50710,"Ivory, unworked or simply prepared, powder and waste",Export,907581,1990.0,Weight in kilograms,1990.0,05_products_of_animal_origin_nes
Spain,2015,50790,"Whalebone, horns, etc unworked or simply prepared nes",Export,15023637,459266.0,Weight in kilograms,459266.0,05_products_of_animal_origin_nes
Spain,2015,50800,"Coral,seashell,cuttle bone,etc, unworked,powder,waste",Export,1079693,80628.0,Weight in kilograms,80628.0,05_products_of_animal_origin_nes
Spain,2015,51000,"Ambergris, civet, musk, etc for pharmaceutical use",Export,1374811,4245212.0,Weight in kilograms,4245212.0,05_products_of_animal_origin_nes
Spain,2015,51110,Semen bovine,Export,2025393,3829.0,No Quantity,,05_products_of_animal_origin_nes
Spain,2015,51191,"Fish, shellfish and crustaceans (non-food)",Export,8755596,8551322.0,Weight in kilograms,8551322.0,05_products_of_animal_origin_nes
Spain,2015,51199,Animal products and domestic animal carcass (non-food,Export,35309715,69244082.0,Weight in kilograms,69244082.0,05_products_of_animal_origin_nes
Spain,2014,50100,"Hair, human, unworked, waste of human hair",Export,336128,841.0,Weight in kilograms,841.0,05_products_of_animal_origin_nes
Spain,2014,50210,"Bristles, hair & waste thereof of pigs, hogs or boars",Export,127,1.0,Weight in kilograms,1.0,05_products_of_animal_origin_nes
Spain,2014,50290,Hair & waste of badger and of other brush making hair,Export,2623614,1375534.0,Weight in kilograms,1375534.0,05_products_of_animal_origin_nes
Spain,2014,50400,"Guts, bladders and stomachs of animals except fish",Export,136737910,75261254.0,Weight in kilograms,75261254.0,05_products_of_animal_origin_nes
Spain,2014,50510,Feathers and down used for stuffing,Export,51076128,3996817.0,Weight in kilograms,3996817.0,05_products_of_animal_origin_nes
Spain,2014,50590,"Feathers, down, etc. of birds, except for stuffing",Export,274677,1965709.0,Weight in kilograms,1965709.0,05_products_of_animal_origin_nes
Spain,2014,50690,Bones and horn-cores unworked or simply worked nes,Export,39165569,50605991.0,Weight in kilograms,50605991.0,05_products_of_animal_origin_nes
Spain,2014,50710,"Ivory, unworked or simply prepared, powder and waste",Export,415258,893.0,Weight in kilograms,893.0,05_products_of_animal_origin_nes
Spain,2014,50790,"Whalebone, horns, etc unworked or simply prepared nes",Export,7958943,316517.0,Weight in kilograms,316517.0,05_products_of_animal_origin_nes
Spain,2014,50800,"Coral,seashell,cuttle bone,etc, unworked,powder,waste",Export,847601,448832.0,Weight in kilograms,448832.0,05_products_of_animal_origin_nes
Spain,2014,51000,"Ambergris, civet, musk, etc for pharmaceutical use",Export,2568061,6637749.0,Weight in kilograms,6637749.0,05_products_of_animal_origin_nes
Spain,2014,51110,Semen bovine,Export,2800012,7627.0,No Quantity,,05_products_of_animal_origin_nes
Spain,2014,51191,"Fish, shellfish and crustaceans (non-food)",Export,12006644,11491292.0,Weight in kilograms,11491292.0,05_products_of_animal_origin_nes
Spain,2014,51199,Animal products and domestic animal carcass (non-food,Export,39884677,58840925.0,Weight in kilograms,58840925.0,05_products_of_animal_origin_nes
Spain,2016,60110,"Bulbs, tubers, corms, crowns and rhizomes, dormant",Export,1521323,1362441.0,Number of items,10843987.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2016,60120,"Bulbs, tubers, corms etc in growth, chicory plants",Export,1999602,1153764.0,No Quantity,,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2016,60210,"Cuttings and slips, not rooted",Export,15377192,3399781.0,No Quantity,,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2016,60220,"Trees, edible fruit or nut, shrubs and bushes",Export,44933394,24806950.0,No Quantity,,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2016,60230,Rhododendrons and azaleas,Export,424081,190549.0,No Quantity,,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2016,60240,Roses,Export,233624,74795.0,Number of items,140547.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2016,60299,"Plants, live (including their roots),nes",Export,238967730,148819015.0,Weight in kilograms,148819015.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2016,60310,"Cut flowers and flower buds for bouquets, etc., fresh",Export,30776392,24987901.0,Weight in kilograms,24987901.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2016,60390,"Cut flowers and flower buds for bouquets, dried, etc.",Export,12117468,13924536.0,Weight in kilograms,13924536.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2016,60491,"Foliage,branches, for bouquets, etc. - fresh",Export,4026941,1485608.0,Weight in kilograms,1485608.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2016,60499,"Foliage,branches, for bouquets, etc. - except fresh",Export,9703793,3925434.0,Weight in kilograms,3925434.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2015,60110,"Bulbs, tubers, corms, crowns and rhizomes, dormant",Export,2122099,3446095.0,Number of items,13845764.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2015,60120,"Bulbs, tubers, corms etc in growth, chicory plants",Export,1618332,859016.0,No Quantity,,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2015,60210,"Cuttings and slips, not rooted",Export,12133775,1980455.0,No Quantity,,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2015,60220,"Trees, edible fruit or nut, shrubs and bushes",Export,40997914,24752730.0,No Quantity,,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2015,60230,Rhododendrons and azaleas,Export,395033,146783.0,No Quantity,,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2015,60240,Roses,Export,157590,53824.0,Number of items,92954.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2015,60299,"Plants, live (including their roots),nes",Export,209558896,137891728.0,Weight in kilograms,137891728.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2015,60310,"Cut flowers and flower buds for bouquets, etc., fresh",Export,29501641,24424770.0,Weight in kilograms,24424770.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2015,60390,"Cut flowers and flower buds for bouquets, dried, etc.",Export,8721232,9036486.0,Weight in kilograms,9036486.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2015,60491,"Foliage,branches, for bouquets, etc. - fresh",Export,3170304,1675582.0,Weight in kilograms,1675582.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2015,60499,"Foliage,branches, for bouquets, etc. - except fresh",Export,8218701,2519454.0,Weight in kilograms,2519454.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2014,60110,"Bulbs, tubers, corms, crowns and rhizomes, dormant",Export,2346703,4826968.0,Number of items,14690163.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2014,60120,"Bulbs, tubers, corms etc in growth, chicory plants",Export,2241237,945099.0,No Quantity,,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2014,60210,"Cuttings and slips, not rooted",Export,15094132,1437907.0,No Quantity,,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2014,60220,"Trees, edible fruit or nut, shrubs and bushes",Export,72558731,30308944.0,No Quantity,,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2014,60230,Rhododendrons and azaleas,Export,433873,153784.0,No Quantity,,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2014,60240,Roses,Export,563673,170658.0,Number of items,184760.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2014,60299,"Plants, live (including their roots),nes",Export,247880323,154011231.0,Weight in kilograms,154011231.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2014,60310,"Cut flowers and flower buds for bouquets, etc., fresh",Export,32232539,16928804.0,Weight in kilograms,16928804.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2014,60390,"Cut flowers and flower buds for bouquets, dried, etc.",Export,9968476,8118536.0,Weight in kilograms,8118536.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2014,60491,"Foliage,branches, for bouquets, etc. - fresh",Export,2613048,1528977.0,Weight in kilograms,1528977.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2014,60499,"Foliage,branches, for bouquets, etc. - except fresh",Export,10611288,1993577.0,Weight in kilograms,1993577.0,06_live_trees_plants_bulbs_roots_cut_flowers_etc
Spain,2016,100110,Durum wheat,Export,50426834,156555724.0,Weight in kilograms,156555724.0,10_cereals
Spain,2016,100190,"Wheat except durum wheat, and meslin",Export,29939262,127813898.0,Weight in kilograms,127813898.0,10_cereals
Spain,2016,100200,Rye,Export,2841902,14569002.0,Weight in kilograms,14569002.0,10_cereals
Spain,2016,100300,Barley,Export,14699735,47889788.0,Weight in kilograms,47889788.0,10_cereals
Spain,2016,100400,Oats,Export,12981090,54929439.0,Weight in kilograms,54929439.0,10_cereals
Spain,2016,100510,Maize (corn) seed,Export,53311638,29714333.0,Weight in kilograms,29714333.0,10_cereals
Spain,2016,100590,Maize except seed corn,Export,35202494,102398467.0,Weight in kilograms,102398467.0,10_cereals
Spain,2016,100610,Rice in the husk (paddy or rough),Export,13372000,32891763.0,Weight in kilograms,32891763.0,10_cereals
Spain,2016,100620,"Rice, husked (brown)",Export,45267421,78858436.0,Weight in kilograms,78858436.0,10_cereals
Spain,2016,100630,"Rice, semi-milled or wholly milled",Export,86681056,115592366.0,Weight in kilograms,115592366.0,10_cereals
Spain,2016,100640,"Rice, broken",Export,8763314,19387401.0,Weight in kilograms,19387401.0,10_cereals
Spain,2016,100700,Grain sorghum,Export,2827625,4032351.0,Weight in kilograms,4032351.0,10_cereals
Spain,2016,100810,Buckwheat,Export,4981762,14679136.0,Weight in kilograms,14679136.0,10_cereals
Spain,2016,100820,Millet,Export,29163,48459.0,Weight in kilograms,48459.0,10_cereals
Spain,2016,100830,Canary seed,Export,83521,127328.0,Weight in kilograms,127328.0,10_cereals
Spain,2016,100890,Cereals unmilled nes,Export,13270641,35249561.0,Weight in kilograms,35249561.0,10_cereals
Spain,2015,100110,Durum wheat,Export,131656615,325129911.0,Weight in kilograms,325129911.0,10_cereals
Spain,2015,100190,"Wheat except durum wheat, and meslin",Export,36163480,144949967.0,Weight in kilograms,144949967.0,10_cereals
Spain,2015,100200,Rye,Export,3217311,15393423.0,Weight in kilograms,15393423.0,10_cereals
Spain,2015,100300,Barley,Export,9659927,35734185.0,Weight in kilograms,35734185.0,10_cereals
Spain,2015,100400,Oats,Export,13368164,52733054.0,Weight in kilograms,52733054.0,10_cereals
Spain,2015,100510,Maize (corn) seed,Export,58682123,24507665.0,Weight in kilograms,24507665.0,10_cereals
Spain,2015,100590,Maize except seed corn,Export,20407655,83053797.0,Weight in kilograms,83053797.0,10_cereals
Spain,2015,100610,Rice in the husk (paddy or rough),Export,23243919,48269381.0,Weight in kilograms,48269381.0,10_cereals
Spain,2015,100620,"Rice, husked (brown)",Export,49283492,87829655.0,Weight in kilograms,87829655.0,10_cereals
Spain,2015,100630,"Rice, semi-milled or wholly milled",Export,88143306,117150295.0,Weight in kilograms,117150295.0,10_cereals
Spain,2015,100640,"Rice, broken",Export,7786526,20681582.0,Weight in kilograms,20681582.0,10_cereals
Spain,2015,100700,Grain sorghum,Export,1629842,2417280.0,Weight in kilograms,2417280.0,10_cereals
Spain,2015,100810,Buckwheat,Export,2145011,6970136.0,Weight in kilograms,6970136.0,10_cereals
Spain,2015,100820,Millet,Export,246148,810360.0,Weight in kilograms,810360.0,10_cereals
Spain,2015,100830,Canary seed,Export,150306,143972.0,Weight in kilograms,143972.0,10_cereals
Spain,2015,100890,Cereals unmilled nes,Export,13400505,38851100.0,Weight in kilograms,38851100.0,10_cereals
Spain,2014,100110,Durum wheat,Export,128117331,299706086.0,Weight in kilograms,299706086.0,10_cereals
Spain,2014,100190,"Wheat except durum wheat, and meslin",Export,53701378,128622585.0,Weight in kilograms,128622585.0,10_cereals
Spain,2014,100200,Rye,Export,5039672,18867564.0,Weight in kilograms,18867564.0,10_cereals
Spain,2014,100300,Barley,Export,39194023,142982781.0,Weight in kilograms,142982781.0,10_cereals
Spain,2014,100400,Oats,Export,12541964,47138734.0,Weight in kilograms,47138734.0,10_cereals
Spain,2014,100510,Maize (corn) seed,Export,62742983,24240165.0,Weight in kilograms,24240165.0,10_cereals
Spain,2014,100590,Maize except seed corn,Export,22048418,73984373.0,Weight in kilograms,73984373.0,10_cereals
Spain,2014,100610,Rice in the husk (paddy or rough),Export,17204763,36904668.0,Weight in kilograms,36904668.0,10_cereals
Spain,2014,100620,"Rice, husked (brown)",Export,54653255,85480513.0,Weight in kilograms,85480513.0,10_cereals
Spain,2014,100630,"Rice, semi-milled or wholly milled",Export,103023029,123541699.0,Weight in kilograms,123541699.0,10_cereals
Spain,2014,100640,"Rice, broken",Export,9400011,19649067.0,Weight in kilograms,19649067.0,10_cereals
Spain,2014,100700,Grain sorghum,Export,6183176,19410442.0,Weight in kilograms,19410442.0,10_cereals
Spain,2014,100810,Buckwheat,Export,2964,3383.0,Weight in kilograms,3383.0,10_cereals
Spain,2014,100820,Millet,Export,164340,531631.0,Weight in kilograms,531631.0,10_cereals
Spain,2014,100830,Canary seed,Export,256163,213263.0,Weight in kilograms,213263.0,10_cereals
Spain,2014,100890,Cereals unmilled nes,Export,16744509,38972892.0,Weight in kilograms,38972892.0,10_cereals
Spain,2016,130120,Gum arabic,Export,520786,170496.0,Weight in kilograms,170496.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2016,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Export,1917816,1007611.0,Weight in kilograms,1007611.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2016,130211,Opium sap,Export,177463,114480.0,Weight in kilograms,114480.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2016,130212,Liquorice extract,Export,173621,22670.0,Weight in kilograms,22670.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2016,130213,Hop extract,Export,265148,7275.0,Weight in kilograms,7275.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2016,130219,Vegetable saps and extracts nes,Export,131748561,6909811.0,Weight in kilograms,6909811.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2016,130220,"Pectic substances, pectinates, pectates",Export,7175283,765271.0,Weight in kilograms,765271.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2016,130231,Agar-agar,Export,40016005,1520712.0,Weight in kilograms,1520712.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2016,130232,"Mucilages & thickeners, from locust bean, guar seeds",Export,85784260,9989195.0,Weight in kilograms,9989195.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2016,130239,Mucilages and thickeners nes,Export,68757168,9139839.0,Weight in kilograms,9139839.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2015,130120,Gum arabic,Export,697944,213300.0,Weight in kilograms,213300.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2015,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Export,2381097,646654.0,Weight in kilograms,646654.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2015,130211,Opium sap,Export,112990,71343.0,Weight in kilograms,71343.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2015,130212,Liquorice extract,Export,962260,283989.0,Weight in kilograms,283989.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2015,130213,Hop extract,Export,619873,5362.0,Weight in kilograms,5362.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2015,130219,Vegetable saps and extracts nes,Export,117966011,7073714.0,Weight in kilograms,7073714.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2015,130220,"Pectic substances, pectinates, pectates",Export,9058125,4538555.0,Weight in kilograms,4538555.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2015,130231,Agar-agar,Export,37997279,1478948.0,Weight in kilograms,1478948.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2015,130232,"Mucilages & thickeners, from locust bean, guar seeds",Export,88626424,10551750.0,Weight in kilograms,10551750.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2015,130239,Mucilages and thickeners nes,Export,75447942,9597381.0,Weight in kilograms,9597381.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2014,130120,Gum arabic,Export,626177,129606.0,Weight in kilograms,129606.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2014,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Export,1495910,101732.0,Weight in kilograms,101732.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2014,130211,Opium sap,Export,135207,77444.0,Weight in kilograms,77444.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2014,130212,Liquorice extract,Export,176629,26900.0,Weight in kilograms,26900.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2014,130213,Hop extract,Export,2500728,1511655.0,Weight in kilograms,1511655.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2014,130219,Vegetable saps and extracts nes,Export,133144896,14418353.0,Weight in kilograms,14418353.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2014,130220,"Pectic substances, pectinates, pectates",Export,5572856,868450.0,Weight in kilograms,868450.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2014,130231,Agar-agar,Export,36498189,1308986.0,Weight in kilograms,1308986.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2014,130232,"Mucilages & thickeners, from locust bean, guar seeds",Export,99875891,9530939.0,Weight in kilograms,9530939.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2014,130239,Mucilages and thickeners nes,Export,71761729,7722502.0,Weight in kilograms,7722502.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Spain,2016,140110,Bamboos used primarily for plaiting,Export,974941,670790.0,Weight in kilograms,670790.0,14_vegetable_plaiting_materials_vegetable_products_nes
Spain,2016,140120,Rattan used primarily for plaiting,Export,130481,23739.0,Weight in kilograms,23739.0,14_vegetable_plaiting_materials_vegetable_products_nes
Spain,2016,140190,"Vegetable materials nes, used primarily for plaiting",Export,2163939,644375.0,Weight in kilograms,644375.0,14_vegetable_plaiting_materials_vegetable_products_nes
Spain,2016,140490,Vegetable products nes,Export,3528876,11593963.0,Weight in kilograms,11593963.0,14_vegetable_plaiting_materials_vegetable_products_nes
Spain,2015,140110,Bamboos used primarily for plaiting,Export,1043116,574352.0,Weight in kilograms,574352.0,14_vegetable_plaiting_materials_vegetable_products_nes
Spain,2015,140120,Rattan used primarily for plaiting,Export,152773,30002.0,Weight in kilograms,30002.0,14_vegetable_plaiting_materials_vegetable_products_nes
Spain,2015,140190,"Vegetable materials nes, used primarily for plaiting",Export,2554125,1040286.0,Weight in kilograms,1040286.0,14_vegetable_plaiting_materials_vegetable_products_nes
Spain,2015,140420,Cotton linters,Export,7787,2368.0,Weight in kilograms,2368.0,14_vegetable_plaiting_materials_vegetable_products_nes
Spain,2015,140490,Vegetable products nes,Export,3084416,9702874.0,Weight in kilograms,9702874.0,14_vegetable_plaiting_materials_vegetable_products_nes
Spain,2014,140110,Bamboos used primarily for plaiting,Export,908109,769513.0,Weight in kilograms,769513.0,14_vegetable_plaiting_materials_vegetable_products_nes
Spain,2014,140120,Rattan used primarily for plaiting,Export,243550,39913.0,Weight in kilograms,39913.0,14_vegetable_plaiting_materials_vegetable_products_nes
Spain,2014,140190,"Vegetable materials nes, used primarily for plaiting",Export,4050543,2106764.0,Weight in kilograms,2106764.0,14_vegetable_plaiting_materials_vegetable_products_nes
